,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
MRPL44,8.77508631915776E-11,0.021214860345384,0.214,0.152,2.23343496995203E-06
CCAR1,9.02223302141836E-11,-0.005458172145104,0.418,0.32,2.2963387486114E-06
PIN1,9.03370880072176E-11,0.042198667677778,0.495,0.392,2.2992595639597E-06
NKTR,9.14922869292481E-11,-0.17662768935795,0.576,0.569,2.32866168692322E-06
CDC34,9.53605074548743E-11,0.015732788128794,0.246,0.178,2.42711563574146E-06
TRIAP1,9.78267401706168E-11,0.015524346372995,0.255,0.186,2.48988619082254E-06
NSMCE1,1.0156123113405E-10,0.020987240853196,0.362,0.275,2.58493645482384E-06
CEBPG,1.04950452754693E-10,0.028376838879054,0.254,0.187,2.67119892351245E-06
DAD1,1.06992329316393E-10,-0.13980909336579,0.833,0.815,2.72316876576083E-06
ISM1,1.07289286104108E-10,-0.318257266639087,0.216,0.255,2.73072690992176E-06
TMEM39A,1.07709084776088E-10,0.013869118251179,0.212,0.15,2.74141162572099E-06
VPS28,1.10380065813742E-10,-0.174781729208716,0.701,0.679,2.80939343509136E-06
PRKCA,1.1819787073554E-10,0.036167532482471,0.208,0.148,3.00837220596095E-06
GTF2A2,1.19026327379813E-10,0.0462924410134,0.575,0.465,3.02945808447099E-06
CDKN1A,1.2263390016538E-10,0.054395341235437,0.322,0.245,3.12127802700926E-06
DPYSL2,1.26295528456439E-10,-0.180594103329068,0.609,0.594,3.2144737902733E-06
PYM1,1.29043946176011E-10,0.003747796706345,0.212,0.151,3.28442651807183E-06
DNAJB12,1.29347821647225E-10,0.019507343739219,0.285,0.211,3.29216075656516E-06
RAB5C,1.32295346105903E-10,0.070406684020615,0.62,0.502,3.36718114908745E-06
ANKRD13A,1.33233260075522E-10,0.024769541464768,0.216,0.154,3.39105293544219E-06
ASH1L,1.34273550129137E-10,-0.198400122196697,0.445,0.459,3.41753039788679E-06
GPC1,1.36692910606865E-10,0.027058245340548,0.231,0.168,3.47910796076594E-06
NMRAL1,1.40549777221627E-10,-0.005221437115851,0.237,0.169,3.57727292984486E-06
MRPL24,1.4264311804868E-10,0.016318641808701,0.328,0.247,3.63055264057501E-06
KIF3B,1.47850351074827E-10,0.00892850251336,0.224,0.161,3.76308713555649E-06
PRPF19,1.48706661444743E-10,0.024869944597053,0.22,0.159,3.7848819470916E-06
POLR2J3.1,1.50098346181346E-10,0.081910312059485,0.452,0.36,3.82030310700761E-06
HGSNAT,1.60706900469213E-10,-0.214589440444794,0.397,0.413,4.0903120307424E-06
INSIG1,1.68301163334787E-10,-0.002645066203829,0.22,0.158,4.28360120919701E-06
OCIAD1,1.69143450721922E-10,-0.187462247516459,0.613,0.596,4.30503910777435E-06
TPR,1.75852572395334E-10,-0.209609157637418,0.622,0.593,4.47579967260604E-06
CSNK1E,1.77727676968196E-10,0.054481137928767,0.378,0.292,4.52352483419452E-06
IBTK,1.78226323504761E-10,-0.020299918884188,0.334,0.25,4.53621638584318E-06
NOP53,1.82729284989368E-10,-0.141624324397317,0.799,0.766,4.6508257615494E-06
TMEM115,2.0518965574023E-10,0.0351545810192,0.359,0.274,5.22248711790032E-06
BCL6,2.10536370704977E-10,0.082061161973687,0.292,0.222,5.35857170718307E-06
ADK,2.14582941213071E-10,0.014879396927053,0.254,0.185,5.46156501975508E-06
ABI1,2.16559503123877E-10,0.013698196890014,0.3,0.223,5.51187247350893E-06
ILVBL,2.20317719780517E-10,0.005924333405123,0.226,0.161,5.60752660385372E-06
CCDC115,2.34422263549849E-10,-0.18514883735081,0.265,0.296,5.96651545187075E-06
KDM5B,2.41525094798244E-10,0.005860221970975,0.35,0.263,6.14729671280491E-06
PRPSAP1,2.43044288071399E-10,0.019087006272742,0.276,0.204,6.18596321999324E-06
SIGMAR1,2.44294169665201E-10,-0.000557079147914,0.291,0.214,6.2177752063187E-06
RSPRY1,2.44380571529785E-10,0.009843867494689,0.247,0.18,6.21997430657609E-06
NIPA2,2.46798890404188E-10,0.031962185371596,0.252,0.185,6.2815253585674E-06
CAPN2,2.49271921864523E-10,-0.220120409294079,0.59,0.573,6.34446895529583E-06
MCFD2,2.57099822933611E-10,0.011717550207817,0.452,0.352,6.54370469330627E-06
RPL34,2.5812952580409E-10,0.124205135331533,0.977,0.987,6.5699126907657E-06
STAMBP,2.6648764408583E-10,0.020015861296435,0.206,0.147,6.78264351727254E-06
TMEM65,2.70053423773853E-10,0.023588486742283,0.273,0.202,6.8733997418921E-06
PMF1,2.72035741850065E-10,0.016232502914146,0.351,0.265,6.92385370156786E-06
CD59,2.73606562821432E-10,0.139059080653421,0.796,0.714,6.96383423693108E-06
GPR137B,2.87205720143521E-10,0.043268577087962,0.214,0.156,7.30995998909289E-06
UROD,2.95042874085999E-10,0.029598044337756,0.398,0.308,7.50943123123684E-06
TMSB10,2.95640515250581E-10,0.088647937855505,0.99,0.993,7.52464239415778E-06
SCP2,2.95812265964059E-10,-0.188635066217216,0.657,0.622,7.52901379331724E-06
PEMT,2.9631702921379E-10,0.021314836316866,0.241,0.176,7.54186102754937E-06
KPNA6,2.97821998913436E-10,0.035995453816617,0.265,0.197,7.58016551634477E-06
KIRREL1,3.04307761926764E-10,0.037015484260934,0.214,0.155,7.74524115655999E-06
SCARB2,3.1059997349515E-10,0.038730457607469,0.645,0.522,7.90539052539855E-06
UBN1,3.10899579931247E-10,0.007914002444438,0.275,0.202,7.9130161084101E-06
CYTH2,3.14512079345917E-10,0.025404621477386,0.325,0.246,8.00496144351229E-06
CBX1,3.16146092290888E-10,0.007637780175747,0.42,0.323,8.04655034098769E-06
UGGT2,3.21420564925561E-10,-0.001733175879099,0.254,0.185,8.18079621848538E-06
SF3B1,3.23018835956491E-10,-0.167913199803582,0.641,0.619,8.22147541276461E-06
BLOC1S4,3.27474586093231E-10,0.026145616853334,0.33,0.249,8.33488316524491E-06
RNF7,3.32367757690757E-10,0.074374631466886,0.694,0.595,8.45942416874515E-06
PSMC2,3.41851329357369E-10,0.039792198335079,0.435,0.342,8.70080003480376E-06
DERL2,3.42544096039758E-10,0.019666115577903,0.4,0.309,8.71843233240393E-06
PTPN12,3.43452313042859E-10,0.043152006772812,0.404,0.315,8.74154827156684E-06
TOLLIP,3.54563129497224E-10,0.011379335364502,0.285,0.212,9.02434077196335E-06
FAM136A,3.70363250422019E-10,0.024784321130212,0.291,0.218,9.42648544974123E-06
CDC37L1,4.05257498641093E-10,0.03788617981619,0.219,0.16,1.03146138554131E-05
MRPL42,4.25972331465534E-10,0.02073428022838,0.342,0.261,1.08418477804608E-05
LPAR1,4.26480849447969E-10,0.02569335604667,0.47,0.369,1.08547905801497E-05
JAGN1,4.29859967943795E-10,0.048308694325945,0.373,0.287,1.09407959041055E-05
ATL3,4.33249781175429E-10,0.020204136355512,0.547,0.43,1.1027073430477E-05
GLIS2,4.54047477404721E-10,0.034649226785063,0.285,0.215,1.1556416394905E-05
LAGE3,4.61492670325407E-10,0.005598288342656,0.344,0.259,1.17459114451223E-05
ANKH,4.62062869501069E-10,0.057700546654351,0.36,0.282,1.17604241545412E-05
GSS,4.75729334220998E-10,-0.001629079649913,0.203,0.145,1.21082630145928E-05
ZFPL1,4.78042219608437E-10,0.005298343829191,0.252,0.185,1.21671305734739E-05
KLHDC3,4.84917759314436E-10,0.038073917228258,0.368,0.284,1.2342126810071E-05
TRMT112,4.85858557536311E-10,0.090748112325482,0.799,0.706,1.23660720064142E-05
MPZL1,4.89111602745708E-10,0.036037580044495,0.605,0.494,1.24488685130838E-05
PUF60,5.0401814754866E-10,0.032990571761823,0.466,0.364,1.28282698914085E-05
CRYBG3,5.08458619272623E-10,-0.174813870646543,0.19,0.227,1.29412887777268E-05
MSRB3,5.12562408069272E-10,0.026646113045968,0.437,0.338,1.30457384101791E-05
OLFM2,5.20141012610112E-10,0.001492927539019,0.233,0.17,1.32386290529526E-05
SRI,5.31041880589225E-10,-0.156052381347956,0.67,0.644,1.35160779447569E-05
TIMM22,5.31175379858248E-10,0.016760752535596,0.259,0.191,1.35194757681521E-05
TCEA3,5.53047286440985E-10,-0.232277366008064,0.224,0.256,1.4076159534496E-05
CUEDC2,5.6733618106787E-10,0.030241904451882,0.489,0.385,1.44398404805394E-05
MAGEF1,5.69974702316329E-10,0.012172533111393,0.388,0.3,1.45069961233552E-05
FNDC3A,5.74352049420749E-10,-0.204059245886521,0.35,0.371,1.46184083618569E-05
SNHG7,5.79711369354235E-10,-0.203297614235274,0.474,0.47,1.4754813772804E-05
MOB1A,5.80934418159385E-10,0.012474080038967,0.453,0.355,1.47859428109927E-05
RYBP,5.81454032194647E-10,0.005579762720956,0.255,0.188,1.47991680274182E-05
MSL3,5.81867014346749E-10,0.001337029517448,0.221,0.159,1.48096792491534E-05
HIBADH,5.86511070940252E-10,-0.147196629971353,0.216,0.251,1.49278797775713E-05
ALDH9A1,5.92985956221833E-10,-0.213795377577965,0.333,0.351,1.50926785577581E-05
NIPSNAP2,6.13594350584994E-10,0.01373299553573,0.374,0.288,1.56172034110893E-05
PLXNA1,6.14024411433857E-10,-4.77575065211955E-05,0.204,0.146,1.56281493198145E-05
EXT1,6.24978039536751E-10,0.024853892092566,0.284,0.213,1.59069410622894E-05
CTNNBL1,6.40525962926292E-10,0.008412476300352,0.275,0.205,0.0000163026668084
PLK3,6.51344674538465E-10,0.062794595821084,0.284,0.216,1.6578024656353E-05
WDR43,6.73999724240031E-10,0.016430920915922,0.236,0.173,1.71546409813573E-05
ST3GAL4,7.01506328763252E-10,-0.015814865955207,0.374,0.285,1.78547390796823E-05
ATP1A1,7.16230791796095E-10,0.086191295377909,0.633,0.518,1.82295061127942E-05
AGL,7.16292295408095E-10,-0.158470663064952,0.164,0.201,1.82310715027268E-05
GTF2F2,7.21012449549463E-10,0.004931717675472,0.259,0.192,1.83512088659329E-05
NUDT4,7.23541153512897E-10,0.034512518553457,0.362,0.279,1.84155694392103E-05
RPL8,7.29791168974741E-10,-0.088783513137544,0.975,0.976,1.85746448327451E-05
CASK,7.32600986208849E-10,-0.011785197933348,0.265,0.195,1.86461603009876E-05
RWDD4,7.43898625953857E-10,0.011009455066875,0.318,0.241,1.89337078277776E-05
NFU1,7.53107078492683E-10,0.01814274459577,0.292,0.219,1.91680813617958E-05
ADAMTS1,8.12243828564459E-10,0.170761905446976,0.249,0.19,2.06732299246226E-05
COL6A1,8.28824831008497E-10,0.092118860563621,0.979,0.986,2.10952495988283E-05
XBP1,8.31031946056398E-10,0.061861226766815,0.701,0.583,2.11514250910274E-05
PODN,8.73366446015332E-10,-0.196760299765143,0.491,0.513,2.22289227839822E-05
ZNF326,9.32614320764897E-10,0.018353389831811,0.315,0.239,2.37368996921082E-05
DYNC2H1,9.36771210595235E-10,-0.160389329567676,0.191,0.229,2.38427008520699E-05
TM2D2,9.48377589795786E-10,0.011559848467063,0.379,0.293,2.41381064154824E-05
PSME2,9.48532505614962E-10,0.103584637403939,0.582,0.495,2.4142049332912E-05
TMEM87A,9.56265693492474E-10,0.022879797366616,0.494,0.388,2.43388744307705E-05
PTGR1,9.73436173328214E-10,-0.178465981395331,0.319,0.344,2.47758974835497E-05
GTF2A1,9.75237419557624E-10,0.020538933998144,0.217,0.158,2.48217428025806E-05
MAP7D3,9.85773572211024E-10,-0.015757874041592,0.356,0.271,2.5089908959915E-05
TAPBP,9.92661979336857E-10,0.03237927932592,0.523,0.417,2.52652326980817E-05
PCBP1,1.0140835178424E-09,0.050281746606568,0.75,0.635,2.58104536961248E-05
SLC25A3,1.01942976474047E-09,0.091848913159089,0.887,0.822,2.59465263721745E-05
NUDT21,1.04677606619087E-09,0.002341123716007,0.267,0.198,2.664254443669E-05
ACTN4,1.05303720983544E-09,0.019059683290489,0.496,0.394,2.68019030647317E-05
SEC16A,1.08596467528243E-09,-0.006475692488929,0.226,0.163,2.76399729152884E-05
IGFBP7,1.0970828842052E-09,-0.189779286706864,0.952,0.951,2.79229535687908E-05
MRPS6,1.11729485010492E-09,-0.358055237833496,0.406,0.419,2.84373885248704E-05
SLC30A5,1.11882747268383E-09,0.006009577502241,0.285,0.212,2.84763968347487E-05
HEXIM1,1.13206798418792E-09,0.019306374803105,0.329,0.252,2.88133943335509E-05
PDGFRA,1.15226056901335E-09,0.159042072352817,0.732,0.671,2.93273360025278E-05
OGFR,1.16140061383618E-09,0.013813305404737,0.261,0.195,2.95599684233585E-05
NIFK,1.16615370584253E-09,0.014267073003684,0.411,0.318,2.96809441211041E-05
TXLNA,1.18716862562872E-09,0.00511464335205,0.282,0.212,3.02158158595022E-05
ANKRD10,1.23140546291727E-09,0.017984406991565,0.473,0.374,3.13417318421704E-05
POLR3GL,1.24227614753739E-09,-0.194451399563132,0.297,0.323,3.16184125071217E-05
PHF21A,1.25681731092523E-09,0.030470673939164,0.223,0.164,3.19885141976689E-05
WWC2,1.29429898889346E-09,0.016657852355482,0.239,0.177,3.29424978653165E-05
KNOP1,1.29822055890035E-09,-0.008622559985124,0.292,0.219,3.30423096651316E-05
MRPS10,1.30627926494359E-09,0.014440168411088,0.369,0.286,3.32474198513443E-05
MRPS11,1.38133281551559E-09,0.001908646057162,0.366,0.28,3.51576828205029E-05
GNB2,1.38499276738471E-09,0.070855877758007,0.718,0.62,3.52508359154757E-05
EIF4H,1.43317556618147E-09,0.05836098891765,0.626,0.508,3.64771845104508E-05
GOLGA3,1.44293214452368E-09,0.015911835467107,0.408,0.318,3.67255089424168E-05
KLC1,1.5177765653916E-09,0.021629634483496,0.394,0.305,3.86304491423469E-05
UBA5,1.52979114375235E-09,-1.83963498640027E-06,0.24,0.176,3.89362441907849E-05
LSM6,1.53056769210508E-09,0.031244149437854,0.401,0.311,3.89560088994585E-05
GLB1,1.54243067643686E-09,0.003121964254455,0.288,0.215,3.9257945576671E-05
SSBP3,1.58136820036003E-09,-0.160830292381332,0.203,0.239,4.02489834355635E-05
HMGB2,1.65392688569655E-09,-0.205947572087161,0.231,0.262,4.20957470947486E-05
HSF1,1.6796014941059E-09,0.006369956488275,0.282,0.211,4.27492172279834E-05
NR4A1,1.68226155781279E-09,-0.539302091022474,0.443,0.446,4.28169211694511E-05
CD68,1.69536298677667E-09,0.093448777200211,0.393,0.325,4.31503787394399E-05
GMPS,1.73486774548648E-09,0.00724801986832,0.266,0.198,4.41558538581218E-05
MRM2,1.75478646311495E-09,0.020121768118933,0.205,0.148,4.46628250592016E-05
XG,1.76661572801493E-09,-0.200811018014088,0.24,0.272,4.4963903509436E-05
RIPOR3,1.76836140168273E-09,0.040009843717826,0.241,0.181,4.50083343956288E-05
GSK3B,1.78492404043205E-09,0.020955713156304,0.234,0.173,4.54298866770767E-05
PRDX5,1.81773713601237E-09,0.082592719051588,0.845,0.791,4.62650455857869E-05
HSPB2,1.83491450835131E-09,-0.160530081806251,0.228,0.264,4.67022440665576E-05
PID1,1.85531966599542E-09,-0.123804840372472,0.237,0.279,4.72215961389154E-05
ERBIN,1.88089311354923E-09,0.003815053329502,0.309,0.233,4.78724915260549E-05
PDS5A,1.96105585061552E-09,0.009346659196692,0.27,0.201,4.99127935098661E-05
PCGF5,1.97713294819079E-09,0.011216951134462,0.211,0.153,5.0321987797352E-05
ATP6V0D1,2.00865271438486E-09,-0.02889193037743,0.43,0.332,5.11242288865236E-05
HMG20B,2.09202323509619E-09,0.024478433826823,0.383,0.298,5.32461753796682E-05
HIST1H4C,2.11638468488899E-09,0.012619530266469,0.346,0.265,5.38662229997946E-05
SNX17,2.16485132610209E-09,0.003536680918342,0.508,0.398,5.50997959519505E-05
CDC42EP5,2.19163223686977E-09,0.049698466939569,0.496,0.403,5.57814236928093E-05
SSBP1,2.2134412073382E-09,0.069726640044795,0.711,0.61,5.63365056091719E-05
CHORDC1,2.23600128341391E-09,0.040519139365921,0.28,0.213,5.69107046654509E-05
NAA20,2.28844873848606E-09,0.052181032000727,0.478,0.383,5.82455972919473E-05
TUSC2,2.42560037116515E-09,0.016073344253572,0.263,0.197,6.17363806468953E-05
DYRK2,2.43407411465357E-09,0.013561234919643,0.255,0.191,6.19520543661627E-05
COL6A2,2.5039432588084E-09,0.148462454508966,0.994,0.996,6.37303638231915E-05
CINP,2.50581315960316E-09,0.006702525978943,0.289,0.217,6.37779565382196E-05
CFLAR,2.52122968005969E-09,-0.167777019863825,0.461,0.469,6.41703378168793E-05
PTBP1,2.55037688978518E-09,0.010843234162265,0.484,0.382,6.49121925988124E-05
UFC1,2.56576048676829E-09,0.030273982027326,0.635,0.519,6.53037359092266E-05
PEX16,2.61988964977886E-09,0.020805866331923,0.235,0.175,6.66814313661716E-05
HSCB,2.67698087149122E-09,0.026411751783295,0.208,0.153,6.81345171411945E-05
SEC23IP,2.68396393682486E-09,-0.014639151292133,0.219,0.16,6.83122501200663E-05
MRFAP1,2.6937257000963E-09,0.077983962903397,0.796,0.704,6.85607065188511E-05
H3F3A,2.71265843006109E-09,-0.097384525577369,0.948,0.944,6.90425823619149E-05
BTF3L4,2.75213418508246E-09,0.016321601896068,0.429,0.334,7.00473192787187E-05
CD63,2.8081299874217E-09,0.102258141967746,0.984,0.985,7.14725244398571E-05
HMGN1,2.89865646945061E-09,0.066911316283552,0.711,0.606,7.3776604460457E-05
IFNGR2,2.91922668337979E-09,0.018034118575944,0.475,0.378,7.43001575453825E-05
VASN,2.96786355192666E-09,0.028234087764829,0.537,0.433,7.55380631236373E-05
TAOK3,2.96985845493615E-09,0.032087927041508,0.377,0.296,7.55888373950348E-05
SPATS2L,3.04513182962631E-09,0.12965976226157,0.752,0.656,7.75046953276488E-05
RPA3,3.08556764565476E-09,0.00946064241546,0.28,0.21,7.85338677172049E-05
F8A1,3.23077984561633E-09,0.03697669219985,0.219,0.164,8.22298086306269E-05
A1BG,3.25550655178767E-09,-0.059421098505249,0.354,0.27,8.28591527560997E-05
TEX261,3.28989499772195E-09,0.009004482055902,0.212,0.155,8.3734407482019E-05
DGUOK,3.36143572035087E-09,0.032612870214209,0.521,0.415,8.55552619543703E-05
TBRG1,3.43395709940615E-09,0.009129325955872,0.349,0.267,8.74010760940853E-05
AFG3L2,3.5094355203132E-09,0.013712612290551,0.222,0.163,8.93221528630117E-05
SPSB3,3.56926282925284E-09,-0.189116079529171,0.369,0.383,9.08448775301433E-05
PIP4P2,3.57326282855301E-09,-0.157230241012666,0.255,0.286,9.09466855123312E-05
COQ4,3.59536134516169E-09,0.003305642051788,0.285,0.215,9.15091369570553E-05
GUSB,3.6426162219752E-09,-0.213643741761521,0.368,0.376,9.27118680817128E-05
NAB1,3.78585983638726E-09,0.03294105022919,0.235,0.175,9.63577045557285E-05
CSNK1G3,3.80491617767888E-09,0.011516399750392,0.277,0.209,9.68427265542829E-05
DDX56,3.90255681817788E-09,0.005782042955827,0.248,0.184,9.93278761362634E-05
TRPS1,3.95182839061896E-09,0.005520227472907,0.385,0.298,0.000100581936198
RABEPK,3.97378378189922E-09,0.007007036346165,0.201,0.146,0.000101140744817
TRIM27,3.998742045319E-09,0.006381305754116,0.25,0.186,0.000101775982537
ATG5,4.0019642180794E-09,0.016940121880167,0.26,0.195,0.000101857993279
TMEM106C,4.03729379039406E-09,-0.130438735606357,0.194,0.23,0.000102757201553
FUBP3,4.03993880997514E-09,0.019065686410153,0.228,0.169,0.000102824522591
POLDIP3,4.06498666911052E-09,0.006695040743737,0.202,0.147,0.000103462040702
EPN2,4.116695369008E-09,-0.14828614562701,0.189,0.224,0.000104778130532
MCUR1,4.16488898333255E-09,0.02412123044861,0.334,0.257,0.000106004754404
PDZD11,4.17605718125737E-09,0.027509755931302,0.322,0.249,0.000106289007377
C8orf33,4.196901711482E-09,0.009224189247991,0.267,0.201,0.000106819542361
MARK3,4.22132844893887E-09,0.018935618674662,0.397,0.308,0.000107441251682
RNASEH1,4.27046162779608E-09,0.011527718782549,0.25,0.187,0.000108691789351
RAB7A,4.30718207163763E-09,0.076660619881605,0.692,0.579,0.000109626398087
RAB8A,4.39606336960495E-09,0.006869288991193,0.349,0.267,0.000111888604883
PHLDA3,4.5168221271966E-09,0.005171707014964,0.565,0.452,0.000114962156781
TCERG1,4.62256539170954E-09,0.014897134135207,0.254,0.191,0.00011765353435
STK19,4.89544247536514E-09,-0.005527051664269,0.274,0.203,0.000124598801883
RASSF1,5.17575660663907E-09,0.010830485332503,0.293,0.222,0.000131733357152
DCTN1,5.32855075855614E-09,-8.42626958228454E-05,0.256,0.191,0.000135622273907
APEH,5.47928994023937E-09,0.008297388691532,0.215,0.158,0.000139458887559
DAB2,5.60064146699912E-09,-0.190901307047994,0.697,0.666,0.000142547526618
C16orf58,5.69033266359732E-09,0.005507724174612,0.212,0.155,0.000144830346954
NUMBL,5.75452089009751E-09,-0.164952804287426,0.205,0.238,0.000146464065695
SMIM14,5.86889003989027E-09,-0.208800294348073,0.53,0.515,0.000149374989295
ZNF638,5.91177949419558E-09,-0.181404847861768,0.416,0.427,0.000150466611686
SLC50A1,6.03135204679302E-09,0.00071118292469,0.234,0.174,0.000153509972295
MVB12A,6.04625702209276E-09,0.008673255425233,0.41,0.319,0.000153889333726
TCF12,6.18646955392759E-09,-0.197176646032353,0.275,0.3,0.000157458023087
EMP2,6.21181746461592E-09,-0.155771439765119,0.553,0.555,0.000158103178109
MRPS18C,6.48735821712742E-09,0.018609319775554,0.487,0.391,0.000165116241342
SFT2D1,6.56058878802501E-09,0.020031239967102,0.42,0.33,0.000166980105833
LMBRD1,6.66375927698278E-09,-0.167950084751529,0.255,0.285,0.000169606001118
NCBP2,6.68763867955004E-09,0.015746222449835,0.377,0.293,0.000170213779672
EIF2AK1,6.7173916587057E-09,-0.013833641168143,0.302,0.228,0.000170971052497
PUM3,7.06677918281256E-09,0.007332228993807,0.26,0.195,0.000179863663761
RANGRF,7.71262074753845E-09,-0.000814439389909,0.22,0.162,0.000196301623266
MT-ATP8,7.75960915903137E-09,0.058321286714951,0.269,0.208,0.000197497572316
AKAP9,7.88931695202467E-09,-0.196765590293519,0.649,0.622,0.000200798895063
PA2G4,8.10282985890389E-09,0.063191023699576,0.639,0.533,0.000206233225569
HNRNPDL,8.29870703109302E-09,0.08610393514711,0.797,0.69,0.000211218691355
POR,8.32595822957552E-09,0.014694225208572,0.358,0.278,0.000211912288859
CNDP2,8.35840741940752E-09,0.019331431478581,0.226,0.168,0.000212738185639
CAPS,8.50496509006418E-09,0.017565792051046,0.223,0.166,0.000216468371472
PAPOLA,8.55058423769985E-09,0.033827481142189,0.585,0.471,0.000217629470018
VAT1,8.6960996576533E-09,-0.21458141849875,0.399,0.408,0.000221333128487
MYO9A,8.73093316755682E-09,-0.162017952465043,0.228,0.26,0.000222219710981
BAG1,8.78657515355223E-09,0.026961977783908,0.494,0.392,0.000223635910808
MRPL57,8.83332817781941E-09,0.021387579270565,0.555,0.449,0.000224825868782
MXRA7,8.89330068388623E-09,-0.152387491882375,0.569,0.56,0.000226352289006
